Review,Evalu
endlich mal ein richtig tatort ohne versuche politik,1
1...gewagtes thema aber kurzweilig und vor allen tiefsinnig. ging uns allen nach.,1
"toller tatort, von anfang bis zum ende 👍👍",1
hat mir sehr gut gefallen,1
super tatort,1
"ich mag die schauspieler sehr ....deshalb eine 2,5 !!!",1
eindeutig 1*,1
ich verstehe immer nur die hälfte. aber das thema war zum nachdenken! hoffentlich auch für den ein oder anderen verantwortlichen...,1
"ich habe 5 geschrieben, meinte aber 2, da in deutschland und österreich ja 1 das beste ist.",1
super,1
der war gut 👍🏼,1
1!....endlich mal wieder (die letzten waren schei....),1
interessantes thema!,1
topp!!!,1
glatte eins!,1
wir fanden ihn sehr interessant 👍,1
klasse tatort. spannend von der ersten bis zur letzten sekunde.,1
"empathielose eltern, leistungsdruck und leistungsgesellschaft: alles gut erkannt und dargestellt. doch am ende, bei allen verklausulierten, intellektuell verbrämten erklärungsversuchen, hatte der täter eine schlichte depression oder salopp ausgedrückt, eine ""gehirnentzündung"". er hätte philosophisch an emanuel kant halten sollen und dessen kategorischen imperativ. was sollen die millionen rollstuhlfahrer sagen? die haben und hatten auch nie eine chance. jeder, wenn er nur will und eine ausrede gefunden hat, findet auch einen grund, durchzudrehen. deshalb nur die note 2 von mir, weil die gesamte gesellschaftskritik im film durch die vorgeschichte des täters und sein späteres handeln wieder konterkariert werden.",1
"anfänglich fand ich es nicht spannend, obwohl ich das tatort team gerne sehe! aufgrund der zunehmend erkennbaren thematik blieb ich dabei. viel körnchen wahrheit am drehbuch thema",1
"super tatort ,note 1",1
auf jeden fall eine eins.,1
war nicht schlecht,1
einer der besten tatorte aller zeiten - und vor allem so wahr....,1
"es wäre schön gewesen wenn man allen dialogen hätte folgen können. dieses nuscheln und der widerliche dialekt , einfach eine zumutung. höchstens note 4.",0
"1 wie immer sehr gut, beide schauspieler sympathisch und top",1
4 - hat sich schon etwas gezogen und die große spannung fehlte,0
sorry war nicht mein ding 5,0
habs nicht gesehen. aber die 2 mag ich sehr gern. tolle schauspieler,1
1 - dank adele,1
tatort könnte im kinderprogramm laufen !,0
die tatort-serien könnten im vorabend-kinderprogramm gezeigt werden und nicht zur besten sendezeit im abendprogramm !,0
lachhaft mit diese handlung und darsteller,0
"1, super",1
"mal eine andere art von tatort , hat mich nachdenklich gemacht. verlagen wir zu viel ?",1
"hat mir gefallen, allerdings muss man aufpassen,der dialekt ist manchmal schwer zu verstehen",1
bibi hatte zu wenig raum. aber sonst - daumen hoch.,1
eine 1 😊,1
von mir auch eine 1,1
6 setzen!,0
starker tobak....,1
war mir zu brutal.,0
tatort ... das war es wohl mit dir!,0
"war ganz gut 2,",1
schwere kost aber top!👍🏼,1
mir ist das thema in jeden krimi einfach zuviel,0
ich fand ihn zu psycho. ..sowas gibt's. ..keine frage....aber wir mögen lieber den klassischen tatort...!,0
düster mit starker realitätsnähe,1
"fand ich sehr gut, bissig, kritisch, spannend. leider nicht allzuweit von der realität entfernt.",1
"wir hätten gerne mal wieder ein paar tatorte ohne dem thema flüchtlinge, mahgreb o.ä.! so einen ganz klassischen fall halt...einer wird ermordet und in den letzten 10 minuten wird aufgeklärt wer es war...so ganz ohne die ganze vorurteilsgeschichte gegen irgendwelche herkünfte oder ""randgruppen""...so gaaaaanz klassisch halt aus eifersucht oder habgier oder sowas 😎",0
"super tatort, ganz klar ne 1.",1
bitte nicht immer nur noch dieses thema! 3-,0
"gut gespielt von allein akteuren, jedoch wieder mal politisch gewollte meinungebildung meines erachtens.",1
hab langsam satt solche tatorts anzuschauen ! wollts ihr die wahlen beeinflussen?,0
fand ihn sehr gut,1
"auf jeden fall, war aber hart mit der folterszene im keller, liegt wohl an meinem alter bin um die 60 jahre, habe einige gewalterfahrungen hinter mir, aber das thema war okay, ich denke wir müssen reden über unsere urängste vor uns fremden situationen,ohne schaum vor dem mund, ja die menschen sind in teilen verunsichert was hier abgeht im land. ich gebe dem tatort eine 1- 2 war wirklich alles drin, die guten schauspieler haben ihr bestes getan zur umsetzung des thema, danke nochmals auch die gefahr hin wieder als ""schleimer"" und moralist beschimpft zu werden, ist mir egal, nein nicht so ganz - aber das stecke ich weg. sven leptien",1
"der schlechteste kölner ""tatort"" ever. für mich.",0
"wie bereits am samstag angekündigt. ..
nicht angeschaut!

lasst euch endlich mal wieder themen einfallen und dreht ein tatort den man sich anschauen kann!",0
klasse tatort.,1
"wer nicht geschaut hat, hat einen ganz spannenden tatort verpasst! gutes drehbuch, sehr gut gespielt. top!",1
wie immer mit den beiden gut.,1
bast scho,1
gut .,1
"klasse tatort, note 1!",1
"überall nur noch fluchtis. auf der straße, bei uns im haus, auf der behörde, auf dem weg zur arbeit, im tv... danke merkel.",0
"ich glaube, er war nah an der realität aber es wird mir zuviel. es sollte aber auch mal wieder ein anderes thema geben....",0
ich schaue mir keinen tatort mehr an! auch diesen habe ich zum glück nicht gesehen. früher habe ich öffentlich rechtliche sender gern eingeschaltet. jetzt kotzt mich der ganze politische mainstream der staatssender nur noch an!,0
"war sehr gut,aber auch brutal realistisch.",1
"von gefallen kann bei der thematik keine rede sein, ein beeindruckendes ""kammerspiel""",0
auch von mir: note 1 für den tatort gestern!,1
endlich noch mal ein guter tatort. die letzten waren zum weinen schlecht,1
"köln, eine glatte 1! war nicht anders zu erwarten.",1
sehr spannend,1
"ich fand ihn sehr gut, er war spannend gemacht.
trotzdem denke ich das thema ist langsam überstrapaziert.
vielleicht setzt bei den tatortmachern durch die resonanz der zuschauer ein umdenken ein. es gibt so viele andere themen die stoff für einen spannenden tatort liefern.",1
"ich gebe beste schulnote, ist es 1 oder 6??",1
"ich glaube, er hat meine 1 nicht genommen. sehr guter tatort.",1
"mit zwangsgebühren finanzierter schrott. schon die letzten vier folgen waren grottenschlecht.
die öffentlich-staatlichen von ard und zdf beweihräuchern uns von morgens bis abends mit pro asyl, jetzt auch noch in tatort-folgen. 😣",0
eine 1 mit sternchen.,1
note 1 ; - besser als die zigaretten-werbung und psychospielchen von hans von meuffels im polizeiruf 110,1
wir fanden ihn gut!,1
"gibt auch mal wieder andere themen? es nervt schon! ich schaue kein tatort mehr. schon lange nicht mehr, nur noch älterer folgen. 👎👎👎👎👎",0
glatte 1!,1
"bestens. mangelhaft die dramaturgische musik, sollte man drauf verzichten. jedoch nicht nur in diesem tatort als auch bei vielen anderen produktionen.",1
von flüchtigkeitsfehlern abgesehen (trump wurde in den nachrichten als neuer präsident der usa verkündet gleichwohl der film nicht im herbst 2016 gespielt hat) fand ich den krimi sehr gut.,1
köln ist einfach immer gut. hat mir trotz des ausgelutschten themas gut gefallen,1
"tolles ballauf/schenk-team, spannend, dramatisch, aktuell, bitte keine bürgerwehren, es gibt nur verlierer, lasst das die profis machen, weiter solche formate senden, wir leben nun mal in dieser zeit, ob es uns gefällt oder nicht!",1
"bin nach 10 min ausgestiegen, d.h. 6",0
"heftig, brutal ehrlich...1",1
guter tatort,1
"im gegensatz zum letzten tatort mit den ""nazibitches und nafris"" war er recht real und sehenswert.",1
war klasse eine 1 👍👍👍,1
war gut danke !,1
klasse tatort 👍,1
toll,1
sehr gut!!!! 👍,1
war mal wieder anzusehen,1
bester tatort seit langem,1
mal ein anderes thema!!! das sehe jeden tag in den nachrichten 😥 leider 😢,0
top....,1
"sehr guter tatort, aber das thema nervt einfach!",0
5 war nicht mein thema 😈,0
war gut,1
er war gut aber sie könnten sich langsam mal wieder andere themen einfallen lassen,1
ich kann kein krimi mehr sehen wo es um flüchtlinge geht.das haben wir jeden tag in den medien. ich war immer tatort fan. mittlerweile gefallen mir die montagskrimi im zdf besser.,0
"...das flüchtlingsthema nervt mich langsam ... mittlerweile gibt es wirklich genug tatorte die dies ""behandelt "" haben ...",0
"die komisare wie immer super, aber das drehbuch war schlecht 😬",0
"3 bitte wieder mal einen ganz normalen tatort, bitte!!!!",0
die guter flüchtling böser deutsche tatorte nerven langsam.,0
"also ich sehe die kommissare max ballauf und alfred (freddy) schenk immer wieder gerne... auch den tatort von gestern fand ich klasse... ein teilweise aktuelles thema (flüchtlingsproblematik) richtig gut umgesetzt... es gibt nur noch ein tatort team das ballauf und schenk das wasser reichen können, und das ist dass team aus münster...",1
"ich neheme an diesem, die realitäten völlig verzerrenden, staatsbürger-unterricht nicht mehr teil!",0
andere themen bitte. reicht!!!,0
"leider nur 1- ,mit ""wurstbraterei"" im abspann wäre es eine glatte 1.
eines der besten teams ever",1
"super mal wieder:ziemlich brutal aber zeitkritische und gesellschaftskritische top aktuell. ..so sieht es wohl in der tat in unserer gesellschaft aus: vater tötet sohn um sich zu befreien, demagogen treten auf und nutzen situationen aus für ihre parolen, menschen gehen aufeinander los hasserfüllt....traurig aber wahr...es sollte alle mal aufrütteln und warum denkt man immer schlechtes vom anderen???!!!",1
"langweilig, das thema nervt, auch wenn diesmal jeder mal ""als bösewicht"" dargestellt wurde und nicht wie sonst ""böser deutscher guter flüchtling""....ein anderes thema wäre echt mal wieder erfrischend!!",0
"2! ""wehrt den bürgern!"" das wär mal ne bürgerwehr so wie die feuerwehr; da wehrt sich ja auch nicht das feuer!",1
sehr guter tatort/die brutalität auf allen seiten schwer auszuhalten und doch sehr real! zeigt sehr deutlich wie sich hass und brutalität verselbstständigen bei ohnehin schon schwierigen problemen.,1
"eine geschichte die echt sein könnte, war sehr spannend.",1
"ich hoffe das ich bald mal wieder einen tatort zum ""entspannen"" sehe, aktueller bezug ist ja mal gut, aber ich möchte einen krimi sehen und nicht immer nur aktuelle themen irgendwie in krimi gepresst",0
seit langem mal wieder ein guter tatort. aber das thema flüchtlinge hätte es nicht sein brauchen. mann kann es so langsam nicht mehr sehen. endlich mal wieder normale ermittler ohne psychischen schaden.,1
"wenn viel fremdsprache, dann wenigstens untertitel..",0
6 war laaaaaaaaangweilig,0
"bitte mal wieder einen ganz normalen tatort mit normalen morden. ohne die themen flüchtlinge, cyberkriminalität oder sonstigen aktuellen themen.
man möchte auch mal wieder normal fernseh schauen und von den aktuellen geschehnissen abstand gewinnen, auch wenn nur kurzzeitig.

sonst war der gestern aber sehr gut. 1",1
mal wieder toller tatort... trotz flüchtlingsthema... klasse gemacht!,1
massenmanipulation!!!!,0
gut,1
guter tatort. es bekam jeder sein fett weg.,1
spannend bis zum ende sehrgut,1
1 und ja gute flüchtlinge böse flüchtlinge nerven.trotzdem sehr gut,1
"eigentlich waren ballauf und schenk immer ein garant für einen guten tatort. das gestern war aber schlimmer als ganz schlecht. flüchtlinge, bürgerwehr, bekloppte dialoge und mehr als ein psychopath haben es zu einem der ohnehin schlechten, letzten tatorte gemacht. 6",0
endlich mal wieder ein guter tatort!!! danke!,1
"leute, die tatorte als kult und hobby betrachten können ja über jeden tatort philosophieren. ich persönlich habe kein persönliches verhältnis zu seinem bestimmten tatort oder dessen protagonisten.
für mich ist die umsetzung der gesichte das kriterium nachdem ich einen tatort bewerte.
wenn kamera und schnitt am anfang schon kappes sind, schalte ich ab oder um. gestern habe ich abgeschaltet.",0
1 für ein tolles team.,1
5 in jedem tatort nur noch immigranten . man kann es nicht mehr hören und sehen. es war der letzte tatort den ich mir angesehen habe . schade um die beiden guten schauspieler. seid sie sonst sehr gerne,0
glatte 1,1
die kölner sind die besten,1
"also,dieser tatort war gar nicht soo schlecht allerdings dachte ich den schon mal gesehen zu haben. musste erstmal schauen ob der von 2017 ist.",1
"mir hat der tatort gut gefallen.... schaue die zwei, von allen anderen tatortkommissaren am liebsten....",1
die zwei sind spitze,1
schaue schon seit jahren nicht mehr tatort....zu grausam geworden. 👎,0
bin kein tatort-fan. habe den gestern aber zufällig mal angeguckt. fand ihn von der thematischen umsetzung gut. in jeder bevölkerungsgruppe gibt es kriminelle. die gilt es zu finden und zu sanktionieren. etwas weniger vorhersehbarkeit wäre nett gewesen. das hätte die spannung erhöht. die beiden ermittlerrollen waren cool gespielt. ne' 3 plus würde ich sagen.,1
sind meine liebsten kommissare.,1
eine 1.der war bestimmt nicht langweilig,1
wer löste den auftrag für das drehbuch aus und gab das thema vor? die sitzen heute überall. die benebelung geht rund um die uhr und jetzt muss sogar noch der tatort dafür herhalten. die redakteure schulen bestimmt bald auch noch den kinderkanal.,0
keine wirklichkeit,0
spannend. ....die zwei waren wieder sahne ....platz 1,1
"2 ( punktabzug wegen der ""never ending story"" ....flüchtlinge )",1
danke für den besten tatort seit wochen! 😊,1
"das thema flüchtlinge nervt schon langsam.
aber im grossen war der tatort schon gut.",1
eine glatte 2 hat mir gut gefallen aber nun sollte mal schluss sein mit dem migrantenthema. ich wünsche mir mal wieder einen tatort wie vor der flüchtlingskrise.,1
der schlechteste kölner tatort aller zeiten.,0
früher war der tatort ein straßenfeger. mich hat der tatort gestern nicht gefesselt. fand ihn eher langweilig.,0
der beste seit langem. 1,1
wem das thema zu realistisch und zu hart ist: einfach mal realität realität sein lassen und rosamunde pilcher auf dem zdf ansehen. dabei wird auch noch vieles andere nervige aus dem lästigen bösen wahren leben ausgeblendet.,1
die kölner sind ein tolles team. nicht so durch geknallt wie eure neuen kommissare. köln und münster sind sehr gute beispiele für sehr gute tatort teams. immer wieder ein klasse tatort. aber liebe ard bringt bitte einmal wieder ein anderes thema.,1
"der war gar nix. die zunehmende politisierung des tatorts nervt. das thema flüchtlinge sowieso, von morgens bis abends nichts anderes mehr. überhaupt sollten sich die deutschen medien mehr auf positive nachrichten konzentrieren anstatt dauernd hiobsbotschaften zu verbreiten. positiver optimismus anstatt destruktive breitendepression...",0
5 - gehirnwäsche pur und abgestimmtes programm mit anne will. kommt schon aus den ohren. jeden mitbürger soll es eingetrichtert werden - was keiner will ! probleme hereinholen und nicht lösen bzw. aussitzen !,0
"der war so lahm, dass wir uns nach 10 min in der mediathek einen alten münchner rausgesucht haben.",0
"böser deutscher - nazi -
guter flüchtling alle flüchtlinge und alle grünen linken und autonomen sind harmlos
man kann es nicht mehr hören oder sehen",0
"der film war schon gut, nur scheint es beim tatort überhaupt kein anderes thema mehr zu geben als die flüchtlingsthematik. ich hätte gerne mal neue themen. es passieren auch noch andere dinge.",1
absolut top,1
sehr gut! nur der täter war für mich zu schnell klar.,1
mal wieder ein guter tatort👍,1
der tatort hat mir sehr gut gefallen. 1,1
nicht eingeschaltet,0
eine glatte 1,1
100% gut,1
super! spannung pur und von der handlung her realistisch!,1
"es ist schon witzig. da schauen menschen seit jahrzehnten tatort und jetzt maulen sie ""wegen des flüchtlingsthemas"". die ca. 48 tatorte im jahr, in denen es nur um deutsche kriminelle geht, bilden doch nach eurer denke viel weniger die realität ab.
der tatort hatte doch simpel gesehen alles, einen echten nafri, einen ungewollten nafri, einen rechten, der doch unschuldig war und einen besorgten, der durch die böse politik zur kriminalität getrieben wurde, weil er sich unsicher fühlte. aber um das zu wissen, hätte man ihn ja schauen müssen...",0
ganz klare 2 😊!!,1
2 - da war noch luft nach oben,1
das thema nervt. schuld ist immer der deutsche.,0
fand ihn nicht so gut 3 -,0
sehr gut,1
sehr gut gemacht.,1
das thema selbstjustiz spannend aufgegriffen,1
fand ihn leider gar nicht gut.. frühere tatorte waren besser...,0
"das was er rüber bringen wollte, ist nicht ganz geglückt, meiner meinung nach",0
na ja...,0
laienspielgruppe köln...,0
sehr gut 😊,1
der größte schrott wer den gut fand hat keine ahnung,0
"ich find mittlerweile es auch nervig, da nur noch das thema ausländer im tatort vorkommt, erst wird von den medien das thema geschürt und danach wird auf uns bürger mit filmen ein anderes denken über das thema ausländer usw. sensibilisiert.",0
klare 1. sogar klaus doldinger hat davon profitiert und sich ein paar euro nebenbei verdient. 😉,1
"2
endlich mal wieder ein guter tatort.",1
sehr gut.,1
"hab nach einer halben stunde umgeschalten auf ein anderes programm, nur noch flüchtlinge .... ist ja schlimmer wie fußpilz !!",0
1 mit stern! war wirklich spannend bis zum schluss! :),1
"3 zu laut, zu brutal und thema ist nicht spannend, sondern nur nervig.",0
"team ballauf+schenk haben ihr bestes gegeben und spielen immer hervoragend. sorry - aber das drehbuch um das thema flüchlinge ist nun wirklich genug, ganz besonders die brutalität war für mich zu heftig.",0
note 2,1
"wo bleibt die unterhaltung wenn man in nachrichten, in der politik und in der schule immer nur dasselbe thema hat, ohne alternativen zu haben oder irgendwelche lösungsansätze zu sehen?",0
"eine klare 1*..! der tatort war unglaublich spannend gemacht, mit sehr, sehr guten schauspielern...👍😊",1
wenig spannung. heikles thema. wann kommt wieder ein unpolitischer tatort?,0
"note 1! ganz klar.hat mal wieder gezeigt, dass die "" alten "" kommissare immer noch die besten sind.story gut, drumherum gut.mehr geht nicht.danke wdr!",1
fand ihn nicht schlecht aber das thema flüchtlinge wird langsam zu viel.,1
inzwischen ist man dieser themen überdrüssig,0
sehr überzogen,0
ard/zdf schau ich schon seit über 30 jahre nicht mehr....,0
"gabe es 1,5 würde ich die geben. so eben eine 2.",1
4. ich wusste wieder sofort wer es wieso war. ich wünsche mir auch einen unpolitischen tatort. manchmal möchte man nur gute unterhaltung.,0
war ein guter tatort,1
"mann sieht nur noch flüchtlinge bei den tatort filmen. daher note sechs.
6",0
"ausreichend. .. das geht besser, viel besser.",0
sehr spannend. danke für den schönen abend.,1
sehr realitätsfern!,0
6- kann diese thematik nicht mehr sehen!alles dreht sich nur noch darum..nein danke!!!😡💩,0
"ich fand den tatort ziemlich authentisch, so etwas kann bei selbstjustiz rauskommen! kameraführung teilweise anstrengend, von daher nur eine 2...",1
war sehr gut,1
ich fand ihn absolut klasse und meine beiden schätzchen waren wie immer super! weiter so.....,1
"dachte auch schon:wieder flüchtlinge...aber er hat gut gezeigt,was die thematik in uns zum vorschein kommen lässt.welche veränderungen in unserer gesellschaft vor sich gehen.am ende verlieren alle",1
"erdrückend, traurig und wohl doch inzwischen die bittere realität. diesmal sehr breit gefächert, auch die ""probleme am rande des geschens"" beleuchtet. sooo weltoffen und bunt möchte ich es allerdings nicht überall haben. :/",0
war cool. ne 2.,1
1/super,1
sehr spannend,1
"ich fand den richtig gut. sehr bedrückend, weil das thema realität ist. und nein, ich finde, es kann nicht genug darauf aufmerksam gemacht werden, gerade wegen der aktualität. ich gebe eine 2 👍",1
sehr emotional war sehr gut,1
ein sehr gut gemachter film. das drama war anrührend. in der aussage vielleicht ein wenig überzogen. note 2!,1
eine 1,1
die volle bandbreite in 90 minuten! respekt! und dann auch noch im opel! freddy im opel! das ich das noch erleben durfte......😊,1
"2, beängstigend nah...",1
fand ihn sehr authentisch und er hat wieder gezeigt wie gefährlich manche gegenden in köln doch sind. war gut und spannend,1
gut gemacht und fast real ! wie gesagt ! fast real,1
super!,1
2 war ok,1
"nach langer zeit endlich mal wieder ein guter tatort, emotional und spannend. die alten teams sind doch die besten.",1
"im nächsten tatort sehen sie dann:
mustafa, der verzweifelte schutzsuchende von der kölner domplatte, wird beschuldigt, eine nazi-deutsche an silvester vergewaltigt zu haben.
doch das ermittlerteam, bestehend aus der lesbischen kommissarin hildegunde czyrpinski-dudeldei und ihrem kollegen, dem achtfach geschiedenen alkoholiker rocky rhododendron, gelingt es, den wahren täter dingfest zu machen.
es handelt sich um den sek-beamten peter simons, der mit dieser tat stimmung gegen alle unbescholtenen nordafrikaner machen wollte, weil er neidisch ist, dass diese immer die prall gefüllten geldbeutel finden, von denen tagtäglich in der presse zu lesen ist und er nicht.
der fall endet damit, dass mustafa der kommissarin vor freude und dankbarkeit in die weichteile greift, während im hintergrund der flüchtlingschor von ob reker ""...mr losse de dom in kölle.."" schmettert.

p.s. danke für ihre gebühren....!",0
immer das gleiche .... langsam wird es lalgweilig.,0
ich fand den anfang komisch und langweilig habe umgeschaltet,0
"sorry,zum glück verpasst 😂",0
eine 4 wenn kriminalpolizei sich verschlagen lässt von flüchtlingen. da muss der deutsche bürger angst haben.,0
auf jeden fall 1,1
guter tatort! nicht eindimensional sondern sehr facettenreich. hat mir gefallen👍,1
"sehr spannend, habe mit dem armen kerl im keller mit gezittert... glatte 1 plus 👍",1
"super ! spannend, sogar für einen tatort-meckerer.",1
"der beste krimi-tatort seit monaten.
und geiler cameo-auftritt. :-d",1
2 klasse team,1
"ein aktuelles problem sehr gut dargestellt, ohne die eine oder andere seite bloß zu stellen. aber die unterschiedlichen seiten wurden, vielleicht teils überzeichnet, sehr gut skizziert. stimmt auf jeden fall zum nachdenken an. weiter so! eine glatte 1!!!",1
"sehr überzogen, aber trotzdem note 2",1
"eine 1, es war ein ganz besonders gut gemachter.",1
"gut gemacht, bissle zu brutal für mich ( und für die sendezeit😞)",1
sehr gut!!!!!!👏👏👏👏,1
"das war wie immer schei....
ein erziehungsfilm ala ddr.",0
"ganz hervorragend! unverständlich für mich,dass so viele nicht verstanden haben,dass es hier nicht um den bösen deutschen geht,sondern dass es keinen guten gab und alle in so einer situation nur verlieren können! spannend,differenziert und nah an der realität!",1
auf jeden fall besser als der schwachsinnige frankfurt-tatort,1
agitation und propaganda vom feinsten.,0
note 1. sehr realistisch und ohne schwarzen peter.,1
gut gemacht und spannend !,1
super gut! aber tatort mit den beiden ist sowieso immer von der besseren sorte,1
"schauspieler gut - aber die handlung, zu brutal 😴",0
ein sehr guter tatort,1
"der tatort war sehr interessant und kritisch. spannend und regt hoffentlich zum nachdenken an. mich hat er betroffen gemacht. genau so kann es und wird es passieren. die politiker sollten diesen film als pflichtprogramm sehen, bevor schnellschüsse das ganze system durcheinander bringen. denn damit ist niemandem geholfen, weder der einen noch der anderen seite.",1
super kann nur eine 1 geben,1
"der beste tatort seid jahren. ich wollte schon nicht mehr schauen, weil die letzten tatorte nicht nur sauschlecht, sondern sowas von daneben waren. endlich wieder hoffnung, das we mit einem zumutbaren tatort zu beenden.",1
"wenn die afd fans hier weg wären, wären es sehr gute und auch kritische kommentare.",1
"hochaktuelles, hochkomplexes, hochemotionales thema endlich mal sehr authentisch und differenziert umgesetzt! dazu unheimlich spannend, schauspielerisch überzeugend, mit zwei super kommisaren und einem klasse cameo-auftritt!",1
top,1
1 - spannend und tragisch-traurig,1
einfach gut note 2,1
sehr gut,1
einer von den besseren. doch die schwachsinntatorte nehmen zum z.b. frankfurt oder weimar.,1
prädikat wertvoll,1
ganz gut aber das thema langweilt langsam beim tatort...,1
schalte tatort nicht mehr ein !,0
ich hab die flüchtlingsthematik so satt. lieber schau ich gar keinen tatort mehr.,0
setzen 6,0
6 - refugees not welcome at sunnday evening at tatort,0
toller tatort 1,1
sehr gut,1
( 3 ) ging so war schon mal besser 😴,1
5 seht quälend 😯,0
sehr nah an der realität. deshalb eine 1,1
"einer der ganz wenigen tatort, die wir mit absicht nicht gesehen haben.
dieses dauerthema nervt nur noch!",0
"ard volkserziehung, nach 10min abgeschaltet!",0
endlich mal wieder ein guter,1
ein guter film,1
sehr guter tatort,1
absoluter schwachsinn !,0
"ich schaue fast jeden tatort, ausser till schweiger und börne. das sind in meinen augen keine tatorte, der eine ist eher ein amifilm und der andere viel zu albern. aber ballauf und schenk ist einer meiner lieblingstatorte. ich finde tatort ist einfach klasse, da lasse ich jeden amifilm für stehen.",1
langsam reicht es.,0
ganz übel,0
nach wie vor ein aktuelles thema. sehr gut dargestellt. 1,1
"bisschen viel vollgepackt. fand ihn trotzdem gut, aber nun langt dieses thema. bitte mal wieder einen schönen, bösen serientäter mit spannung bis zum schluss.",1
1 klasse gemacht,1
"nun möchte ich auch mal was schreiben ... sicher wird es kaum jemanden interessieren da ja alle im dschungel sind und diese durchaus hochbildende veranstaltung schauen ... aber trotzdem ... seit vielen jahren schaue ich regelmäßig tatort ... mal mit freude mal nur damit ich mitreden kann ... nun hat es das öffentlich rechtliche fernsehen, das mit tausenden zwangsweise eingetriebenen euro auch noch von uns fett gefüttert wird, geschafft mir dieses kleine stück unterhaltung zu vermiesen ... seit wochen und monaten werden wir durch die aktuelle flüchtlingspolitik hin und her gerissen ... wenn ich dann endlich mal zu hause abschalten möchte brauche ich die debatten um dieses thema nicht auch noch im tatort ... dies ist nun die zweite folge die sich diesem thema widmet ... das brauche ich nicht am sonntag abend ... ich bedanke mich ausdrücklich bei ard und zdf wie toll sie unsere gelder zum fenster raus blasen.
ich bin mal gespannt ob jemand überhaupt zu
 diesem thema eine meinung hat oder ob alle nur mit den hochaufregenden problemen im dschungel beschäftigt sind ... schönen abend noch",0
"wenn man dieses elend die ganze woche sieht und hört, dann möchte man mal ablenkung am wochenende mit einem tatort und nicht schon wieder hirnwäsche!",0
hat mir sehr gut gefallen,1
endlich mal wieder gut..2,1
"hat mir ausnahmsweise mal wieder gut gefallen.
das ewige thema bin ich zwar langsam leid...
aber die psychostorie im keller hat es nochmal rumgerissen.",1
"zwölf
war eigentlich karl eduard von schnitzler der regisseur ?",0
"im fernsehprogramm steht doch um welches thema es geht? nun möchte ich zu dieser thematik eben nichts sehen. dann schaue ich doch als normaler mensch auf welchem der vielen sender etwas kommt was mich interessieren könnte...oder? aber nein, da vergeuden ich lieber meine freizeit mit etwas was mich nervt, nur damit ich hinterher was zu maulen habe!? verstehe einer die menschen...🤔",1
fand ich sehr gut (y),1
fand ihn gut vorallen ein bekanntes gesicht als fiesling wie groth aus stalingrad.,1
nicht schlecht,1
fand ihn super,1
top tatort. 1,1
endlich mal wieder ein tatort und nicht comedy oder so. deshalb glatte 2.,1
großartig und toll gespielt.,1
geht so langweilig,0
wie immer topp:),1
"kein knaller, aber im vergleich zu den anderen tatorten sehr unterhaltsam....",1
"sehr, sehr authentisch..,toll gemacht, aber ihr macht eh die besten krimis (sehe ich schon sehr sehr lange und ich bin 54jahre alt)",1
ganz hervorragend👍🏽 von mir ne glatte 1,1
köln schlägt frankfurt um längen!!!,1
ne 2. war gut,1
war mal wieder ein gutter tatort.,1
"note 1
mit der beste von allen in letzter zeit.",1
ich fand ihn gut. er hatte die paranoide gewalt und angsspirale nach silvester konterkariert,1
"fand ich sehr gut. vorallem die geballte ladung an blödheit der ""bürgerwehr""beteiligten kam sehr gut (und realistisch) rüber.",1
eine aktuelle problematik ohne zukunftslösung,1
"ganz klar,die 1👍",1
"note 2.... nicht wegen der kölner aber die story war gerade, realistisch und nicht so verdreht wie der letzte woche.... hab seit langem mal wieder nen tatort zu ende geguckt",1
glatte 2,1
verarsche....,0
"2. solide gemacht, aber zu viel gewollt. die handlung und der erhobene zeigefinger waren sehr bemüht.",1
für ein ordentliches ende fehlte dem autor dann die lust?,0
"ganz ehrlich, ich weiß bis jetzt noch nicht worum es da eigentlich ging???",0
mit wohlwollen 5,0
also ich bin für die heutigen tatort sendungen scheinbar nicht intelligent genug. ich habs mal wieder nicht richtig verstanden...😂,0
"bin um 20.45 eingeschlafen. ich fand ihn nicht gut. zum glück habe ich den tatort münster aufgenommen. sehe ich mir heute an. da weiß ich, dass er super ist.",0
das ende mit dem weltweiten blackout war nicht so toll und das thema 'big data' ist hoffentlich auch nun zu ende erzählt. die beiden kommissare finde ich gut und in frankfurt regiert nicht mehr der blues wie noch bei den vier vorgängern.,0
hat uns nicht gefallen.,0
"ich arbeite seit 30 jahren in der it und denke immer noch up-to-date zu sein. was vorgesetzt wurde war dummfug. außerdem war der tatort gähnend langweilig. obwohl das team aus frankfurt eigentlich potential hat. leider war der drehbuchautor im genre von science-fiction unterwegs.

das geht doch besser?",0
habe abgeschaltet,0
"es kann nicht nur münster geben, ich fand ihn klasse.",1
"ich verstehe ihn nicht mal. mag sein, dass ich blöd bin, aber kann mir irgendjemand erzählen, was das gestern sollte?",0
wo war die spannung,0
man hätte daraus echt nen guten krimi machen können.... thema: nachbarschaftskrieg... aber diesen ganzen black out quatsch bitte weg lassen.... haben die meisten eh nicht verstanden... ich inklusive....,0
bin mitendrin eingeschlafen,0
super!!!,1
6 bin leider eingeschlafen,0
"gefallen, gefallen...endlich mal kein multi-kulti-drama-ballast...",1
bin nicht eingeschlafen. daher die note 2,0
das ergebnis verwirrt mich,0
note 6,0
6 der tatort ging garnicht,0
note 6,0
